Name	Mean	Distribution	Param1	Param2	Param3
Diag.UPTK	1.0000000000	6	1.0000000000000	0.0000000000000	1.0000000000000
Sens.dipstick.LG	0.2300000000	1	13.0000000000000	43.5217391304348	0.2300000000000
Sens.dipstick.St1	0.5000000000	1	22.0000000000000	22.0000000000000	0.5000000000000
Sens.dipstick.St2.4	0.8800000000	1	8.0000000000000	1.0909090909091	0.8800000000000
Spec.dipstick	0.8200000000	1	264.0400000000000	57.9600000000000	0.8200000000000
Sens.cystoscopy.HG	0.9800000000	1	763.0000000000000	15.0000000000000	0.9800000000000
Spec.cystoscopy	0.9400000000	1	716.0000000000000	42.9600000000000	0.9400000000000
Sens.cystoscopy.LG	0.9800000000	1	763.0000000000000	15.0000000000000	0.9800000000000
Sens.joined.diag.HG	0.7715995000	5	0.7715995000000	0.0484419615610	0.7715995000000
Sens.joined.diag.LG	0.1469713333	5	0.1469713333333	0.0092270402973	0.1469713333333
Spec.joined.diag	0.9964280000	5	0.9964280000000	0.0007459320740	0.9964280000000
Mort.TURBT	0.0004633333	5	0.0004633333333	0.0000463333333	0.0004633333333
Utility.age	0.0043200000	5	0.0043200000000	0.0001428597679	0.0043200000000
Disutility.HG.St1.3	-0.0800000000	5	-0.0800000000000	0.0433681438386	-0.0800000000000
Disutility.HG.St4	-0.1800000000	5	-0.1800000000000	0.0612256148310	-0.1800000000000
Disutility.LG	0.0000000000	6	0.0000000000000	0.0000000000000	0.0000000000000
Cost.diag.sympt	612.1400000000	2	100.0000000000000	6.1214000000000	612.1400000000000
Cost.diag.screen1	135.3900000000	2	100.0000000000000	1.3539000000000	135.3900000000000
Cost.diag.screen2	534.9600000000	2	100.0000000000000	5.3496000000000	534.9600000000000
Cost.treat.intercept	2348.8000000000	2	100.0000000000000	23.4880000000000	2348.8000000000000
Cost.treat.past.smoke	-57.2000000000	5	-57.2000000000000	5.7200000000000	-57.2000000000000
Cost.treat.current.smoke	-242.0000000000	5	-242.0000000000000	24.2000000000000	-242.0000000000000
Cost.treat.Y2	-921.4000000000	5	-921.4000000000000	92.1400000000000	-921.4000000000000
Cost.treat.Y3	-1514.0000000000	5	-1514.0000000000000	151.4000000000000	-1514.0000000000000
Cost.treat.stage1	1446.8000000000	5	1446.8000000000000	144.6800000000000	1446.8000000000000
Cost.treat.stage2	1676.1000000000	5	1676.1000000000000	167.6100000000000	1676.1000000000000
Cost.treat.stage3	3956.7000000000	5	3956.7000000000000	395.6700000000000	3956.7000000000000
Cost.treat.stage4	5406.9000000000	5	5406.9000000000000	540.6900000000000	5406.9000000000000
Cost.treat.LG	1217.4000000000	5	1217.4000000000000	121.7400000000000	1217.4000000000000
Cost.surv.Y4.5	401.0000000000	2	100.0000000000000	4.0100000000000	401.0000000000000
Cost.dipstick.invite	8.5700000000	2	100.0000000000000	0.0857000000000	8.5700000000000
Cost.ad.dipstick	1.3000000000	2	100.0000000000000	0.0130000000000	1.3000000000000
Cost.dipstick.positive	11.8000000000	2	100.0000000000000	0.1180000000000	11.8000000000000
Cost.dipstick	3.8600000000	2	100.0000000000000	0.0386000000000	3.8600000000000
					
					
					
					
